"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
15.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,35.37,214.51,15.00,1.97,6.88,87.69,0.00,6.39,9.98,67.01,5.46,15.50,208.40,0.00,0.00,22.81,22.82,67.33,68.71,75.03,0.00,0.00,74.91,76.30,44.66,44.45,53.05,30.67,30.56,30.55,49.68,49.72,86.00,0.00,203.20,17.04,20.25
16.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,39.91,5.13,2.82,163.91,112.36,132.71,44.06,0.00,214.51,15.00,1.97,6.88,87.69,0.00,6.39,9.98,62.57,5.46,14.47,218.93,0.00,49.93,21.76,50.16,21.76,66.50,72.84,0.00,0.00,74.91,76.30,47.97,41.12,53.05,30.67,30.56,30.55,49.39,49.43,67.38,0.00,203.20,17.04,20.25
17.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,59.28,5.13,2.82,163.91,56.52,132.71,44.06,35.37,202.08,15.00,1.97,6.88,87.69,0.00,6.39,9.98,76.22,5.46,17.63,220.39,0.00,22.11,59.99,60.73,22.11,75.63,81.80,0.00,0.00,74.91,76.30,47.98,41.12,53.05,30.67,30.56,30.55,49.54,49.57,110.26,0.00,203.20,17.04,20.25
18.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,62.07,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.05,15.00,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,220.39,0.00,23.30,67.09,67.87,23.30,90.17,95.73,0.00,0.00,74.91,76.30,48.67,41.52,53.05,30.67,30.56,30.55,49.54,49.57,110.26,0.00,203.20,17.04,20.25
19.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,61.38,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,15.00,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,23.30,67.10,67.88,23.30,94.44,99.80,0.00,0.00,74.91,76.30,48.30,48.25,53.05,30.67,30.56,30.55,49.79,49.83,63.39,63.38,203.20,17.04,20.25
20.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,63.51,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,15.00,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,23.30,67.10,67.88,23.30,97.50,102.74,0.00,0.00,74.91,76.30,50.96,50.90,53.05,30.67,30.56,30.55,49.80,49.83,77.47,77.44,203.20,17.04,20.25
21.00,48.41,0.00,67.13,599.97,195.18,7.75,8.13,110.37,18.09,3.75,26.42,14.92,60.87,5.13,2.82,163.91,56.52,132.71,44.06,35.37,208.69,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,23.30,67.10,67.88,23.30,93.95,99.34,0.00,0.00,74.91,76.30,52.05,51.98,53.05,30.67,30.56,30.55,49.80,49.84,82.16,82.13,203.20,17.04,20.25
22.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,58.76,5.13,2.82,163.91,56.52,132.71,44.06,35.37,207.95,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,23.30,67.10,67.88,23.30,73.62,79.84,0.00,0.00,74.91,76.30,51.40,51.34,53.05,30.67,30.56,30.55,49.65,49.69,80.53,80.50,203.20,17.04,20.25
23.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,58.93,5.13,2.82,163.91,56.52,132.71,44.06,35.37,210.85,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,23.30,67.10,67.88,23.30,77.20,83.31,0.00,0.00,74.91,76.30,66.56,0.00,53.05,30.67,30.56,30.55,49.94,49.98,83.08,83.05,203.20,17.04,20.25
24.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,55.89,5.13,2.82,163.91,56.52,132.71,44.06,35.37,204.36,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,220.39,0.00,23.30,67.10,67.88,23.30,66.50,72.84,0.00,0.00,74.91,76.30,49.38,49.32,53.05,30.67,30.56,30.55,49.55,49.58,59.73,59.72,203.20,17.04,20.25
25.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,44.44,5.13,2.82,163.91,56.52,132.71,44.06,35.37,188.86,15.00,1.97,6.88,87.69,36.00,6.39,9.98,81.86,5.46,18.93,144.33,144.33,23.30,67.09,67.87,23.30,0.00,84.54,0.00,0.00,74.91,76.30,41.11,41.08,53.05,30.67,30.56,30.55,49.54,49.57,32.03,32.03,203.20,17.04,20.25
26.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,39.42,5.13,2.82,163.91,56.52,132.71,44.06,35.37,183.26,15.00,1.97,6.88,87.69,36.00,6.39,9.98,83.99,5.46,19.43,144.33,144.33,0.00,26.44,0.00,26.50,0.00,79.32,0.00,0.00,74.91,76.30,50.63,50.57,53.05,30.67,30.56,30.55,49.54,49.57,0.00,83.52,203.20,17.04,20.25
27.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,36.45,5.13,2.82,163.91,56.52,132.71,44.06,35.37,181.65,15.00,1.97,6.88,87.69,36.00,6.39,9.98,80.38,5.46,18.59,144.33,144.33,23.30,67.10,0.00,23.30,0.00,0.00,0.00,0.00,74.91,76.30,46.05,46.01,53.05,30.67,30.56,30.55,49.54,49.57,0.00,49.86,203.20,17.04,20.25
28.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,38.45,5.13,2.82,163.91,56.52,132.71,44.06,35.37,179.94,15.00,1.97,6.88,87.69,36.00,6.39,9.98,76.03,5.46,17.59,144.33,144.33,25.51,25.48,67.88,0.00,0.00,72.84,0.00,0.00,74.91,76.30,66.56,0.00,53.05,30.67,30.56,30.55,49.39,49.43,0.00,25.81,203.20,17.04,20.25
29.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,57.97,5.13,2.82,163.91,56.52,132.71,44.06,35.37,194.11,15.00,1.97,6.88,87.69,36.00,6.39,9.98,4.64,5.46,0.00,144.33,144.33,51.89,57.27,57.97,51.89,0.00,148.03,0.00,0.00,74.91,76.30,66.56,0.00,53.05,30.67,30.56,30.55,49.54,49.57,55.80,55.79,203.20,17.04,20.25
30.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,56.52,132.71,44.06,35.37,0.00,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,149.30,149.33,61.16,67.10,67.88,61.16,0.00,188.35,0.00,0.00,74.91,76.30,44.57,44.53,53.05,30.67,30.56,30.55,49.94,49.98,73.25,73.23,203.20,17.04,20.25
31.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,32.00,21.70,21.70,31.99,0.00,188.35,0.00,0.00,74.91,76.30,50.55,50.50,53.05,30.67,30.56,30.55,49.80,49.83,72.49,72.46,203.20,17.04,20.25
32.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,56.52,132.71,44.06,35.37,212.02,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,67.50,22.81,67.88,22.82,126.21,130.56,126.24,0.00,74.91,76.30,38.58,38.57,53.05,30.67,30.56,30.55,49.65,49.69,38.06,38.06,203.20,17.04,20.25
33.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,56.52,132.71,44.06,35.37,220.46,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,23.30,67.33,160.85,165.00,160.91,0.00,74.91,76.30,41.15,47.95,53.05,30.67,30.56,30.55,49.94,49.98,41.97,41.97,203.20,17.04,20.25
34.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,56.52,132.71,44.06,35.37,228.00,27.50,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,49.04,67.10,32.28,32.28,184.16,188.35,184.23,0.00,74.91,76.30,44.57,44.53,53.05,30.67,30.56,30.55,49.65,49.69,53.22,53.21,203.20,17.04,20.25
35.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,81.71,5.13,2.82,163.91,56.52,132.71,44.06,35.37,228.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,163.54,162.86,37.86,67.10,37.86,37.86,184.17,188.35,184.23,0.00,74.91,76.30,47.98,41.12,53.05,30.67,30.56,30.55,49.80,49.83,86.59,86.55,203.20,17.04,20.25
36.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,97.13,5.13,2.82,163.91,56.52,132.71,44.06,35.37,228.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,164.85,164.05,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,53.74,44.54,53.05,30.67,30.56,30.55,49.80,49.83,100.34,100.30,203.20,17.04,20.25
37.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,96.53,5.13,2.82,163.91,56.52,132.71,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,166.42,165.48,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,46.65,40.36,53.05,30.67,30.56,30.55,49.80,49.83,75.32,75.30,203.20,17.04,20.25
38.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,100.45,5.13,2.82,163.91,56.52,132.71,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,171.26,169.77,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,55.88,45.93,53.05,30.67,30.56,30.55,49.80,49.83,110.26,110.22,203.20,17.04,20.25
39.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,115.52,5.13,2.82,163.91,56.52,132.71,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,178.88,176.29,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,59.55,48.58,53.05,30.67,30.56,30.55,49.94,49.98,110.26,110.22,203.20,17.04,20.25
40.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,120.53,5.13,2.82,163.91,56.52,132.71,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,179.90,177.15,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,66.56,54.82,53.05,30.67,30.56,30.55,49.65,49.69,110.26,110.22,203.20,17.04,20.25
41.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,128.55,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,182.42,186.14,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,59.55,48.58,53.05,30.67,30.56,30.55,49.94,49.98,110.26,110.22,203.20,17.04,20.25
42.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,108.00,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,175.65,173.56,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,59.56,48.60,53.05,30.67,30.56,30.55,49.80,49.83,107.20,107.15,203.20,17.04,20.25
43.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,103.81,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,174.39,172.49,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,59.54,48.58,53.05,30.67,30.56,30.55,49.80,49.83,99.36,99.31,203.20,17.04,20.25
44.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,100.14,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,170.91,169.47,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,61.88,50.48,53.05,30.67,30.56,30.55,49.80,49.83,110.26,110.22,203.20,17.04,20.25
45.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,84.17,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,162.03,161.46,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,50.47,42.57,53.05,30.67,30.56,30.55,49.80,49.83,84.39,84.36,203.20,17.04,20.25
46.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,127.50,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,190.60,185.98,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,66.56,54.82,53.05,30.67,30.56,30.55,49.80,49.83,110.26,110.22,203.20,17.04,20.25
47.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,75.68,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,156.37,156.13,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,50.84,42.77,53.05,30.67,30.56,30.55,49.80,49.83,109.33,109.28,203.20,17.04,20.25
48.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,26.42,14.92,69.83,5.13,2.82,163.91,56.52,132.71,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,151.09,151.15,28.75,26.18,26.23,26.23,184.17,188.35,184.23,0.00,74.91,76.30,47.98,41.12,53.05,30.67,30.56,30.55,49.80,49.83,78.44,78.41,203.20,17.04,20.25
