"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION"
11.00,17.28,18.54,17.79,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.78,17.97,15.00,0.00,4.20,16.52,68.10,2.40,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,15.35,13.09,46.08,2.25,27.00,17.56,18.05,133.89,0.00,37.90,0.60,19.51,19.51,19.51,1.20,73.43,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.59,1.53,18.00,0.00,0.00,54.55,60.91,2.97,4.38,110.56,68.08,83.14,0.40,2.00,79.16,252.24,11.00,212.26,22.00,33.38
12.00,17.31,18.38,17.58,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.21,18.03,15.00,0.00,4.20,18.03,71.12,3.10,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,15.34,14.41,50.90,2.25,27.00,17.56,18.05,138.52,0.00,36.61,0.60,19.51,19.51,19.51,1.20,83.79,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.56,1.75,18.00,0.00,0.00,62.75,67.97,3.47,5.11,110.28,73.97,91.85,0.40,2.00,79.38,252.36,11.00,212.81,22.00,35.60
13.00,17.07,17.49,16.91,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,15.95,17.98,15.00,0.00,4.20,19.40,72.83,2.70,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,15.29,15.28,55.44,2.25,27.00,17.56,18.05,142.30,0.00,35.61,0.60,19.51,19.51,19.51,1.20,97.06,9.00,17.56,6.00,10.80,8.30,7.50,2.40,2.32,2.40,18.00,0.00,0.00,69.86,74.02,3.80,5.84,109.80,79.08,101.71,0.40,2.00,79.63,252.39,11.00,210.57,22.00,40.05
14.00,16.18,16.34,15.67,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.23,17.64,15.00,0.00,4.20,20.73,74.11,2.70,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,15.06,16.00,59.88,2.25,27.00,17.56,18.05,142.67,0.00,35.86,0.60,19.51,19.51,19.51,1.20,111.31,9.00,17.56,6.00,10.80,8.30,7.50,2.40,3.34,3.19,18.00,0.00,0.00,76.61,79.74,4.08,6.57,108.74,83.94,111.96,0.30,2.00,79.76,252.40,11.00,211.78,22.00,42.28
15.00,14.73,16.32,14.39,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.65,17.29,15.00,0.00,4.20,21.96,74.82,2.80,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,14.69,17.14,63.23,2.25,27.00,17.56,18.05,141.55,0.00,35.98,0.60,19.51,19.51,19.51,1.20,117.52,9.00,17.56,6.00,10.80,8.30,7.50,2.40,3.53,3.38,18.00,0.00,0.00,80.48,84.02,4.31,6.94,106.46,87.10,117.48,0.20,2.00,79.82,252.38,11.00,210.85,22.00,40.05
16.00,13.02,16.32,13.47,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.71,17.23,15.00,0.00,4.20,23.16,75.35,3.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,14.52,18.43,66.21,2.25,27.00,17.56,18.05,137.83,0.00,34.35,0.60,19.51,19.51,19.51,1.20,121.06,9.00,17.56,6.00,10.80,8.30,7.50,2.40,3.45,3.38,18.00,0.00,0.00,83.40,87.83,4.53,7.20,101.98,89.70,121.43,0.20,2.00,79.81,252.32,11.00,208.77,22.00,35.60
17.00,11.62,16.38,12.23,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.57,17.01,15.00,0.00,4.20,24.03,75.07,3.10,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,14.34,19.06,67.19,2.25,27.00,17.56,18.05,130.96,0.00,31.74,0.60,19.51,19.51,19.51,1.20,123.09,9.00,17.56,6.00,10.80,8.30,7.50,2.40,5.02,4.92,18.00,0.00,0.00,85.30,90.08,4.55,7.39,96.79,90.75,123.27,0.10,2.00,79.61,252.20,11.00,206.15,22.00,31.15
18.00,10.60,16.09,10.52,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,16.03,16.50,15.00,0.00,4.20,24.79,74.51,3.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,13.85,19.47,67.49,2.25,27.00,17.56,18.05,125.08,0.00,29.48,0.60,19.51,19.51,19.51,1.20,124.61,9.00,17.56,6.00,10.80,8.30,7.50,2.40,7.16,6.98,18.00,0.00,0.00,86.86,91.82,4.51,7.57,94.16,91.28,124.42,0.10,2.00,78.90,252.10,11.00,202.64,22.00,22.25
19.00,9.22,16.18,8.85,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,14.90,15.72,15.00,0.00,4.20,25.38,74.79,0.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,12.94,19.74,67.58,2.25,27.00,17.56,18.05,119.14,0.00,26.61,0.60,19.51,19.51,19.51,1.20,125.47,9.00,17.56,6.00,10.80,8.30,7.50,2.40,7.98,7.73,18.00,0.00,0.00,87.87,92.61,4.49,7.56,89.55,90.50,125.59,0.10,2.00,77.32,252.00,11.00,193.64,22.00,17.80
20.00,6.60,16.25,5.15,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,12.78,14.87,15.00,0.00,4.20,25.91,75.35,0.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,11.94,19.95,67.59,2.25,27.00,17.56,18.05,105.27,0.00,23.39,0.60,19.51,19.51,19.51,1.20,126.10,9.00,17.56,6.00,10.80,8.30,7.50,2.40,8.37,8.05,18.00,0.00,0.00,88.70,93.08,4.48,7.47,81.15,89.28,126.77,0.10,2.00,72.29,251.77,11.00,180.58,22.00,13.35
21.00,3.37,16.23,1.27,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,5.77,12.88,15.00,0.00,4.20,26.04,76.02,0.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,9.95,19.90,67.22,2.25,27.00,17.56,18.05,76.68,0.00,17.37,0.60,19.51,19.51,19.51,1.20,126.43,9.00,17.56,6.00,10.80,8.30,7.50,2.40,7.67,7.44,18.00,0.00,0.00,87.33,92.50,4.42,7.35,65.03,87.81,126.74,0.10,2.00,57.73,240.41,11.00,151.24,22.00,8.90
22.00,1.28,16.19,0.05,16.00,2.90,7.90,5.80,7.30,1.50,0.00,2.50,0.00,0.28,8.77,15.00,0.00,4.20,26.04,76.74,0.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,5.82,19.75,66.72,2.25,27.00,17.56,18.05,42.71,0.00,8.92,0.60,19.51,19.51,19.51,1.20,126.66,9.00,17.56,6.00,10.80,8.30,7.50,2.40,6.61,6.52,18.00,0.00,0.00,85.24,91.56,4.35,7.22,37.61,86.26,126.31,0.00,2.00,29.50,157.35,11.00,103.75,22.00,4.45
23.00,0.26,16.46,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,4.04,15.00,0.00,4.20,25.01,76.60,0.00,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,1.60,19.50,65.66,2.25,27.00,17.56,18.05,15.26,0.00,2.97,0.60,19.51,19.51,19.51,1.20,125.99,9.00,17.56,6.00,10.80,8.30,7.50,2.40,5.93,6.00,18.00,0.00,0.00,81.15,88.39,3.75,6.24,13.80,83.99,124.45,0.00,2.00,10.75,37.63,11.00,47.41,22.00,2.23
24.00,0.04,16.44,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,1.41,15.00,0.00,4.20,23.64,76.18,6.30,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.27,19.23,64.41,2.25,27.00,17.56,18.05,3.48,0.00,0.57,0.60,19.51,19.51,19.51,1.20,125.02,9.00,17.56,6.00,10.80,8.30,7.50,2.40,5.38,5.63,18.00,0.00,0.00,76.39,84.48,2.98,4.98,3.03,81.47,122.11,0.00,2.00,2.91,8.58,11.00,7.42,22.00,0.00
25.00,0.00,16.43,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,22.26,74.89,7.20,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,18.81,62.49,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,121.49,9.00,17.56,6.00,10.80,8.30,7.50,2.40,5.02,5.40,18.00,0.00,0.00,71.68,81.87,2.52,4.10,0.00,79.11,115.63,0.00,2.00,0.09,0.37,11.00,0.09,22.00,0.00
26.00,0.00,16.62,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,20.89,73.32,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,18.35,60.36,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,120.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,4.73,5.21,18.00,0.00,0.00,66.98,79.70,2.16,3.34,0.00,76.80,107.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
27.00,0.00,16.96,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,19.74,71.78,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,18.07,57.75,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,110.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,4.03,4.51,18.00,0.00,0.00,63.15,80.33,2.07,3.04,0.00,75.07,95.46,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
28.00,0.00,16.35,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,18.67,70.25,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,17.85,54.98,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,99.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,3.20,3.62,18.00,0.00,0.00,59.61,81.89,2.06,2.89,0.00,73.53,81.63,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
29.00,0.00,16.74,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,17.51,67.80,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,17.25,51.43,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,88.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,2.62,2.60,18.00,0.00,0.00,56.30,81.55,2.02,2.65,0.00,71.21,66.33,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
30.00,0.00,17.22,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,16.32,65.03,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,16.53,47.61,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,75.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,2.12,1.53,18.00,0.00,0.00,53.08,80.58,1.97,2.37,0.00,68.62,50.53,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
31.00,0.00,17.40,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,16.02,61.94,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,15.63,44.37,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,65.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.98,1.49,18.00,0.00,0.00,49.63,78.14,1.84,2.16,0.00,65.81,39.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
32.00,0.00,17.57,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,16.02,58.75,8.10,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,14.68,41.31,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,45.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.95,1.81,18.00,0.00,0.00,46.11,75.22,1.68,1.97,0.00,62.93,28.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
33.00,0.00,17.91,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,16.03,54.21,8.00,0.00,15.41,3.60,18.15,15.41,15.61,18.54,1.40,0.00,13.69,38.15,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,35.00,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.74,1.65,18.00,0.00,0.00,41.31,69.10,1.44,1.65,0.00,58.54,22.26,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
34.00,0.00,18.04,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,16.05,49.21,8.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,0.00,12.69,34.94,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,25.01,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.47,1.34,18.00,0.00,0.00,38.07,68.92,1.16,1.29,0.00,53.63,16.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
35.00,0.00,18.23,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,16.59,45.80,0.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,0.00,11.99,32.30,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,22.16,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.26,1.27,18.00,0.00,0.00,32.53,54.47,0.96,1.05,0.00,49.65,13.82,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
36.00,0.00,18.17,0.00,16.00,2.90,7.90,5.80,7.30,1.70,0.00,2.50,0.00,0.00,0.00,15.00,0.00,4.20,17.29,42.91,0.00,0.00,4.80,3.60,18.15,15.41,15.61,18.54,1.40,0.00,11.41,29.85,2.25,27.00,17.56,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,19.71,9.00,17.56,6.00,10.80,8.30,7.50,2.40,1.06,1.29,18.00,0.00,0.00,29.54,46.93,0.79,0.85,0.00,45.97,11.70,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00
