"ETAPA \ GENERADOR","YAUPI","MALPASO","CAHUA","CHEVES G1","CHEVES G2","CANON DEL PATO","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","MATUCANA G1","MATUCANA G2","PLATANAL G1","PLATANAL G2","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CHIMAY G2","CHAGLLA G1","CHAGLLA G2"
11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.86,0.00,0.00,48.14,0.00,10.89,0.00,0.00,85.11,0.00,0.00,0.00,0.00,0.00
12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.02,0.00,0.00,35.02,0.00,0.00,0.00,0.00,8.13,0.00,0.00,0.00,0.00,0.00
13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.57,37.57,0.00,6.00,0.00,0.00,10.49,0.00,0.00,0.00,0.00,0.00
14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.07,40.07,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.93,38.93,0.00,0.00,0.00,0.00,10.59,0.00,0.00,0.00,0.00,0.00
16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.07,40.07,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.57,37.57,0.00,6.00,0.00,0.00,10.48,0.00,0.00,0.00,0.00,0.00
18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.69,39.69,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00
19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87,0.00,0.00,48.13,0.00,11.05,0.00,0.00,105.95,0.00,0.00,0.00,0.00,0.00
20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.07,0.00,0.00,40.07,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,11.05,0.00,0.00,105.95,0.00,0.00,0.00,0.00,0.00
22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.91,0.00,0.00,39.91,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,12.68,0.00,0.00,0.00,119.32,0.00,0.00,0.00,0.00
24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.45,0.00,0.00,44.45,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00
25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,12.68,0.00,0.00,0.00,119.32,0.00,0.00,0.00,0.00
26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87,0.00,0.00,48.13,0.00,12.68,0.00,0.00,0.00,119.32,0.00,0.00,0.00,0.00
27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.73,0.00,0.00,38.73,0.00,6.00,0.00,0.00,0.00,20.42,0.00,0.00,0.00,0.00
28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.17,0.00,0.00,40.17,0.00,0.00,0.00,0.00,0.00,20.60,0.00,0.00,0.00,0.00
29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.40,0.00,0.00,34.40,0.00,0.00,0.00,0.00,25.60,0.00,0.00,0.00,0.00,0.00
30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.40,0.00,0.00,34.40,0.00,0.00,0.00,0.00,25.60,0.00,0.00,0.00,0.00,0.00
31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.02,0.00,0.00,40.02,0.00,0.00,0.00,0.00,21.21,0.00,0.00,0.00,0.00,0.00
32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.47,0.00,0.00,44.47,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,12.68,0.00,0.00,0.00,119.32,0.00,0.00,0.00,0.00
34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,12.68,0.00,0.00,0.00,119.32,0.00,0.00,0.00,0.00
35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,0.00,0.00,44.44,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00
36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.43,0.00,0.00,44.43,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.20,0.00,0.00,44.20,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.70,0.00,0.00,39.70,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.17,0.00,0.00,31.17,0.00,6.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.20,0.00,0.00,34.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.54,0.00,0.00,29.54,0.00,9.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.20,0.00,0.00,31.20,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.20,0.00,0.00,31.20,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.47,0.00,0.00,29.47,0.00,9.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.14,0.00,10.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.14,0.00,10.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.70,0.00,0.00,30.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00
