"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
11.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,230.00,15.00,1.97,6.88,87.69,36.00,6.39,9.98,70.21,5.46,16.24,200.74,0.00,35.48,64.24,35.48,35.48,0.00,75.96,69.65,0.00,74.91,53.40,40.93,47.82,50.05,30.67,30.56,30.55,45.75,45.78,56.84,56.83,203.20,17.04,20.25
12.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,230.00,15.00,1.97,6.88,87.69,36.00,6.39,9.98,66.74,5.46,15.44,196.58,0.00,22.09,61.96,59.21,22.09,0.00,128.60,0.00,0.00,74.91,53.40,42.67,42.64,50.05,30.67,30.56,30.55,45.75,45.78,49.63,49.62,203.20,17.04,20.25
13.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,62.44,5.46,14.44,192.69,0.00,22.07,56.71,57.39,22.07,0.00,98.37,0.00,0.00,74.91,53.40,40.43,40.40,50.05,30.67,30.56,30.55,45.75,45.78,38.68,38.68,203.20,17.04,20.25
14.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,0.00,5.46,0.00,202.84,0.00,31.78,31.75,21.93,21.93,0.00,0.00,0.00,0.00,74.91,53.40,49.59,49.53,50.05,30.67,30.56,30.55,45.75,45.78,86.93,86.89,203.20,17.04,20.25
15.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,64.18,5.46,14.85,193.51,0.00,22.00,43.24,43.53,22.00,0.00,0.00,0.00,0.00,74.91,53.40,63.38,0.00,50.05,30.67,30.56,30.55,45.75,45.78,28.59,28.59,203.20,17.04,20.25
16.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,68.53,5.46,15.85,197.44,0.00,21.96,36.43,55.73,21.96,0.00,0.00,0.00,0.00,74.91,53.40,28.24,39.08,50.05,30.67,30.56,30.55,45.75,45.78,36.98,36.98,203.20,17.04,20.25
17.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,72.55,5.46,16.78,202.05,0.00,33.86,54.65,33.90,32.53,0.00,145.20,0.00,0.00,74.91,76.30,0.00,66.47,50.05,30.67,30.56,30.55,45.75,45.78,57.76,57.75,203.20,17.04,20.25
18.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,60.00,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,74.38,5.46,17.20,202.45,0.00,39.02,41.95,39.02,39.02,66.49,72.84,66.49,0.00,74.91,76.30,0.00,66.47,50.05,30.67,30.56,30.55,45.75,45.78,53.84,53.83,203.20,17.04,20.25
19.00,48.41,0.00,65.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,64.16,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,217.69,0.00,22.08,0.00,58.56,22.08,105.33,110.26,105.34,0.00,74.91,53.40,0.00,66.47,50.05,30.67,30.56,30.55,45.75,45.78,55.89,55.88,203.20,17.04,20.25
20.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,81.71,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,220.39,0.00,21.81,42.82,25.61,21.81,133.35,137.59,133.39,0.00,74.91,53.40,44.57,44.53,50.05,30.67,30.56,30.55,45.75,45.78,74.32,74.30,203.20,17.04,20.25
21.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,81.71,6.38,3.50,163.91,56.52,102.00,44.06,35.37,228.00,15.00,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,151.40,155.54,151.46,0.00,74.91,53.40,44.57,44.53,50.05,30.67,30.56,30.55,45.75,45.78,40.13,40.13,203.20,17.04,20.25
22.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,81.71,6.38,3.50,163.91,56.52,102.00,44.06,35.37,228.00,27.50,1.97,6.88,87.69,36.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,177.78,181.96,177.84,0.00,74.91,53.40,41.18,47.92,50.05,30.67,30.56,30.55,45.75,45.78,52.85,52.84,203.20,17.04,20.25
23.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,81.71,6.38,3.50,163.91,56.52,102.00,44.06,35.37,228.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,44.73,44.37,50.05,30.67,30.56,30.55,45.75,45.78,96.39,96.35,203.20,17.04,20.25
24.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,99.56,6.38,3.50,163.91,56.52,102.00,44.06,35.37,228.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,53.29,46.84,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
25.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,95.37,6.38,3.50,163.91,56.52,102.00,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,41.02,37.04,50.05,30.67,30.56,30.55,45.75,45.78,94.32,94.28,203.20,17.04,20.25
26.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,110.70,6.38,3.50,163.91,56.52,102.00,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,153.89,153.75,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,59.38,49.39,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
27.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,122.25,6.38,3.50,163.91,56.52,102.00,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,158.55,158.21,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,66.56,54.82,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
28.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,133.32,6.38,3.50,163.91,56.52,102.00,44.06,35.37,230.00,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,162.80,163.46,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,54.07,66.56,54.82,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
29.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,138.88,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,167.44,166.39,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,57.45,66.56,54.82,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
30.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,119.02,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,157.63,157.93,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,63.81,63.29,51.92,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
31.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,110.95,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,154.42,154.26,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,66.99,58.02,48.69,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
32.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,111.58,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,27.50,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,153.74,153.61,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,60.73,66.41,54.67,50.05,30.67,30.56,30.55,45.75,45.78,110.26,110.22,203.20,17.04,20.25
33.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,82.41,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,54.74,44.72,44.37,50.05,30.67,30.56,30.55,45.75,45.78,97.80,97.75,203.20,17.04,20.25
34.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,78.95,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,144.33,144.33,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,44.70,44.40,50.05,30.67,30.56,30.55,45.75,45.78,0.00,61.00,203.20,17.04,20.25
35.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,78.95,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,85.48,5.46,19.77,0.00,190.76,22.22,63.26,64.03,22.22,183.29,187.47,183.35,0.00,74.91,53.40,47.98,41.12,50.05,30.67,30.56,30.55,45.75,45.78,0.00,20.62,203.20,17.04,20.25
36.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.09,3.75,28.02,14.92,78.95,6.38,3.50,163.91,56.52,102.00,44.06,35.37,214.51,25.83,1.97,6.88,87.69,0.00,6.39,9.98,66.22,5.46,15.32,0.00,173.40,21.83,39.91,39.98,21.83,159.81,163.96,159.87,0.00,74.91,53.40,44.70,44.40,50.05,30.67,30.56,30.55,45.75,45.78,0.00,20.62,203.20,17.04,20.25
