44,8,53,2,0,0,0,0,1,
47,8,32,4,0,0,0,0,1,
35,8,33,4,0,0,0,0,1,
5,14,33,4,0,0,0,0,0,
36,8,17,5,0,0,0,0,1,
31,8,55,2,0,0,0,0,1,
26,8,57,2,0,0,0,0,1,
10,8,59,3,0,0,0,0,1,
49,8,61,3,0,0,0,0,1,
50,8,62,3,0,0,0,0,1,
12,24,62,3,0,0,0,0,0,
13,24,62,3,0,0,0,0,0,
14,24,62,3,0,0,0,0,0,
51,8,23,25,0,0,0,0,1,
38,8,25,25,0,0,0,0,1,
39,8,34,4,0,0,0,0,1,
53,8,35,4,0,0,0,0,1,
37,8,17,19,0,0,0,0,1,
8,8,27,25,0,0,0,0,1,
15,8,59,2,0,0,0,0,1,
17,8,60,2,0,0,0,0,1,
18,8,61,2,0,0,0,0,1,
235,8,65,3,0,0,0,0,1,
234,8,19,5,0,0,0,0,1,
24,8,67,3,0,0,0,0,1,
25,8,20,5,0,0,0,0,1,
2,14,36,4,0,0,0,0,0,
4,11,37,4,0,0,0,0,0,
12,5,7,13,2.36164027,0,0,0,0,
9,14,70,3,0,0,0,0,0,
1,17,70,3,0,0,0,0,0,
2,17,70,3,0,0,0,0,0,
3,17,70,3,0,0,0,0,0,
8,17,70,3,0,0,0,0,0,
9,17,70,3,0,0,0,0,0,
10,17,70,3,0,0,0,0,0,
11,17,70,3,0,0,0,0,0,
12,17,70,3,0,0,0,0,0,
13,17,70,3,0,0,0,0,0,
14,17,70,3,0,0,0,0,0,
15,17,70,3,0,0,0,0,0,
16,17,70,3,0,0,0,0,0,
15,24,71,3,0,0,0,0,0,
15,24,72,3,0,0,0,0,0,
18,24,74,3,0,0,0,0,0,
17,24,75,3,0,0,0,0,0,
19,24,76,3,0,0,0,0,0,
18,24,77,3,0,0,0,0,0,
17,24,78,3,0,0,0,0,0,
19,24,79,3,0,0,0,0,0,
19,24,80,3,0,0,0,0,0,
15,11,81,3,0,0,0,0,0,
1,12,1,11,0,0,0,0,0,
1,12,2,11,0,0,0,0,0,
1,12,3,11,0,0,0,0,0,
1,12,4,11,0,0,0,0,0,
1,12,5,11,0,0,0,0,0,
1,12,6,11,0,0,0,0,0,
1,12,7,11,0,0,0,0,0,
1,8,206,8,0,0,0,0,1,
2,16,211,8,0,0,0,0,0,
1,12,8,11,0,0,0,0,0,
1,12,9,11,0,0,0,0,0,
21,24,82,3,0,0,0,0,0,
1,17,82,3,0,0,0,0,0,
2,17,82,3,0,0,0,0,0,
3,17,82,3,0,0,0,0,0,
8,17,82,3,0,0,0,0,0,
9,17,82,3,0,0,0,0,0,
10,17,82,3,0,0,0,0,0,
11,17,82,3,0,0,0,0,0,
12,17,82,3,0,0,0,0,0,
13,17,82,3,0,0,0,0,0,
14,17,82,3,0,0,0,0,0,
15,17,82,3,0,0,0,0,0,
16,17,82,3,0,0,0,0,0,
106,8,155,7,0,0,0,0,1,
5,24,83,3,0,0,0,0,0,
1,12,10,11,0,0,0,0,0,
1,12,11,11,0,0,0,0,0,
1,12,12,11,0,0,0,0,0,
1,12,13,11,0,0,0,0,0,
13,24,84,3,0,0,0,0,0,
12,24,85,3,0,0,0,0,0,
13,24,86,3,0,0,0,0,0,
14,24,86,3,0,0,0,0,0,
12,24,87,3,0,0,0,0,0,
14,24,87,3,0,0,0,0,0,
1,12,14,11,0,0,0,0,0,
17,11,41,4,0,0,0,0,0,
17,11,42,4,0,0,0,0,0,
9,11,43,4,0,0,0,0,0,
9,11,44,4,0,0,0,0,0,
9,11,45,4,0,0,0,0,0,
9,11,46,4,0,0,0,0,0,
13,11,47,4,0,0,0,0,0,
13,11,48,4,0,0,0,0,0,
13,11,49,4,0,0,0,0,0,
1,12,15,11,0,0,0,0,0,
1,12,16,11,0,0,0,0,0,
1,12,17,11,0,0,0,0,0,
4,16,257,8,0,0,0,0,0,
5,16,258,8,0,0,0,0,0,
16,11,52,4,0,0,0,0,0,
18,14,52,4,0,0,0,0,0,
10,11,53,4,0,0,0,0,0,
10,11,54,4,0,0,0,0,0,
1,12,18,11,0,0,0,0,0,
8,11,56,4,0,0,0,0,0,
6,14,56,4,0,0,0,0,0,
8,11,57,4,0,0,0,0,0,
6,14,57,4,0,0,0,0,0,
8,11,58,4,0,0,0,0,0,
6,14,58,4,0,0,0,0,0,
1,12,19,11,0,0,0,0,0,
17,14,89,3,0,0,0,0,0,
20,24,90,3,0,0,0,0,0,
1,14,90,3,0,0,0,0,0,
20,24,91,3,0,0,0,0,0,
22,24,92,3,0,0,0,0,0,
20,24,93,3,0,0,0,0,0,
20,24,94,3,0,0,0,0,0,
1,14,94,3,0,0,0,0,0,
22,24,94,3,0,0,0,0,0,
4,11,59,4,0,0,0,0,0,
4,14,59,4,0,0,0,0,0,
4,11,60,4,0,0,0,0,0,
4,14,60,4,0,0,0,0,0,
11,11,61,4,0,0,0,0,0,
11,11,62,4,0,0,0,0,0,
29,5,8,13,0.10506233,0,0,0,0,
1,16,319,8,0,0,0,0,0,
2,16,319,8,0,0,0,0,0,
1,16,320,8,0,0,0,0,0,
2,16,320,8,0,0,0,0,0,
7,14,97,3,0,0,0,0,0,
29,5,10,13,0.00783787,0,0,0,0,
29,5,11,13,0.00778167,0,0,0,0,
