"ETAPA \ URS","URSSTK001","URSSTK002","URSSTK003","URSSTK004","URSEGN001","URSKLP001","URSKLP002","URSEGN002","URSENL001","URSENL002","URSCLP001","URSENG001","URSKPL003","URSTCH001","URSENL004","URSCHI001","URSCHG001","URSFNX001","URSENL005"
27.00,0.00,0.00,0.00,0.00,0.00,31.32,0.00,0.00,90.00,6.00,87.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.00,0.00,0.00,0.00,0.00,0.00,88.26,0.00,0.00,61.67,6.00,59.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.00,0.00,0.00,0.00,0.00,0.00,103.00,0.00,0.00,41.63,6.00,64.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.00,0.00,0.00,0.00,0.00,0.00,103.00,0.00,0.00,52.64,6.00,53.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.00,0.00,0.00,0.00,0.00,0.00,88.24,0.00,0.00,61.68,6.00,59.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.00,0.00,0.00,0.00,0.00,0.00,88.24,0.00,0.00,61.68,6.00,59.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.00,0.00,0.00,0.00,0.00,0.00,108.02,0.00,0.00,40.87,6.00,60.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.00,0.00,0.00,0.00,0.00,0.00,87.44,0.00,0.00,49.91,6.00,71.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35.00,0.00,0.00,0.00,0.00,0.00,79.58,0.00,0.00,55.38,6.00,74.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36.00,0.00,0.00,0.00,0.00,0.00,56.18,0.00,0.00,65.14,6.00,87.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37.00,0.00,0.00,0.00,0.00,0.00,78.29,0.00,0.00,59.94,6.00,70.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38.00,0.00,0.00,0.00,0.00,0.00,164.63,0.00,0.00,44.37,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39.00,0.00,0.00,0.00,0.00,0.00,158.93,0.00,0.00,19.07,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.00,0.00,0.00,0.00,0.00,0.00,136.56,0.00,0.00,41.44,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.00,0.00,0.00,0.00,0.00,0.00,146.00,0.00,0.00,32.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.00,0.00,0.00,0.00,0.00,0.00,130.39,0.00,0.00,47.61,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43.00,0.00,0.00,0.00,0.00,0.00,139.44,0.00,0.00,38.56,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44.00,0.00,0.00,0.00,0.00,0.00,152.02,0.00,0.00,25.98,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45.00,0.00,0.00,0.00,0.00,0.00,115.00,0.00,0.00,90.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46.00,0.00,0.00,0.00,0.00,0.00,70.83,0.00,0.00,46.49,6.00,87.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47.00,0.00,0.00,0.00,0.00,0.00,36.18,0.00,0.00,81.14,6.00,87.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48.00,0.00,0.00,0.00,0.00,0.00,29.54,0.00,0.00,87.78,6.00,87.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
