"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASAGRANDETV1","CTCASAGRANDETV3"
11.00,0.06,13.57,0.38,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.23,0.77,18.05,0.00,0.00,20.48,35.52,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,0.57,6.96,16.27,2.20,27.00,19.51,18.05,16.28,18.05,2.95,0.60,19.51,19.51,19.51,2.40,11.00,12.88,13.66,3.00,10.80,8.77,9.80,2.40,0.49,0.26,18.00,0.00,0.00,0.00,1.00,24.11,53.21,0.76,0.96,16.67,35.95,8.00,0.00,2.00,5.31,0.00,11.00,0.05,0.00,22.40
12.00,0.36,13.02,1.63,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,1.46,3.62,18.05,0.00,0.00,20.40,34.21,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,4.18,7.03,16.81,2.20,27.00,19.51,18.05,58.70,18.05,11.78,0.60,19.51,19.51,19.51,2.40,12.00,12.88,13.66,3.00,10.80,8.77,9.80,2.40,0.43,0.28,18.00,0.00,0.00,0.00,1.00,27.42,54.48,0.84,1.06,48.61,37.17,9.00,0.00,2.00,29.48,4.85,11.00,8.28,0.00,22.40
13.00,1.62,13.89,3.08,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,3.69,8.51,18.05,0.00,0.00,20.41,33.05,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,8.79,7.26,17.60,2.20,27.00,19.51,18.05,101.24,18.05,22.31,0.60,19.51,19.51,19.51,2.40,12.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.39,0.29,18.00,0.00,0.00,0.03,1.00,30.38,55.21,0.89,1.15,76.37,38.38,9.00,0.00,2.00,54.22,33.51,11.00,45.34,0.00,22.40
14.00,3.91,13.49,5.43,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,9.15,14.59,18.05,0.00,0.00,20.71,32.37,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,13.10,7.95,19.10,2.20,27.00,19.51,18.05,133.59,18.05,30.43,0.60,19.51,19.51,19.51,2.40,13.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.46,0.28,18.00,0.00,0.00,0.05,1.00,32.34,54.38,0.85,1.20,95.05,39.30,10.00,0.00,2.00,72.29,118.35,11.00,106.50,0.00,22.40
15.00,6.71,13.45,8.25,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,15.75,17.36,18.05,0.00,0.00,20.90,32.17,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,14.63,8.52,20.34,2.20,27.00,19.51,18.05,143.68,18.05,34.95,0.60,19.51,19.51,19.51,2.40,13.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.52,0.27,18.00,0.00,0.00,0.06,1.00,33.45,53.14,0.83,1.27,104.35,40.21,12.00,0.00,2.00,78.59,181.47,11.00,171.28,0.00,22.40
16.00,9.30,13.02,10.56,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.03,18.27,18.05,0.00,0.00,20.72,33.42,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.26,8.72,20.81,2.20,27.00,19.51,18.05,144.38,18.05,36.58,0.60,19.51,19.51,19.51,2.40,12.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.61,0.28,18.00,0.00,0.00,0.09,1.00,32.01,50.68,0.86,1.36,108.23,42.34,13.00,0.10,2.00,79.91,219.64,11.00,195.36,0.00,22.40
17.00,11.39,12.89,12.40,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.68,18.68,18.05,0.00,0.00,20.48,35.10,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.67,8.82,21.78,2.20,27.00,19.51,18.05,144.48,18.05,37.54,0.60,19.51,19.51,19.51,2.40,11.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.70,0.30,18.00,0.00,0.00,0.44,1.00,32.16,49.09,0.98,1.53,110.41,44.47,14.00,0.20,2.00,80.00,241.56,11.00,202.53,0.00,22.40
18.00,13.01,12.86,14.13,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.49,18.85,18.05,0.00,0.00,20.05,38.09,7.90,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.85,8.63,24.28,2.20,27.00,19.51,18.05,144.48,18.05,38.18,0.60,19.51,19.51,19.51,2.40,9.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.82,0.36,18.00,0.00,0.00,0.59,1.00,37.11,50.06,1.36,1.92,111.58,48.31,15.00,0.20,2.00,80.00,248.70,11.00,203.98,0.00,22.40
19.00,14.58,13.17,15.58,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.08,18.81,18.05,0.00,0.00,19.43,41.41,7.50,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.89,8.61,26.83,2.20,27.00,19.51,18.05,144.48,18.05,38.69,0.60,19.51,19.51,19.51,2.40,9.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,0.96,0.46,18.00,0.00,0.00,0.74,1.00,42.33,51.65,1.76,2.36,112.19,52.15,18.00,0.30,2.00,80.00,251.47,11.00,204.00,0.00,22.40
20.00,15.94,13.15,16.76,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.28,18.76,18.05,0.00,0.00,18.23,45.77,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.84,9.08,29.56,2.20,27.00,19.51,18.05,144.48,18.05,39.02,0.60,19.51,19.51,19.51,2.40,10.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,1.12,0.68,18.00,0.00,0.00,0.83,1.00,48.32,55.07,2.21,2.98,112.50,55.28,21.00,0.30,2.00,80.00,252.34,11.00,204.00,0.00,22.40
21.00,17.01,12.36,17.76,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.79,18.74,18.05,0.00,0.00,17.30,50.42,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.88,9.58,32.17,2.20,27.00,19.51,18.05,144.48,18.05,39.28,0.60,19.51,19.51,19.51,2.40,14.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,1.58,1.20,18.00,0.00,0.00,0.90,1.00,53.36,57.89,2.60,3.56,112.61,58.41,26.00,0.30,2.00,80.00,252.40,11.00,204.00,0.00,22.40
22.00,17.74,12.43,18.50,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.89,18.71,18.05,0.00,0.00,17.18,55.93,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.93,10.11,34.42,2.20,27.00,19.51,18.05,144.46,18.05,39.45,0.60,19.51,19.51,19.51,2.40,21.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,2.94,2.59,18.00,0.00,0.00,0.92,1.00,55.53,58.90,2.86,4.06,112.60,60.43,32.00,0.40,2.00,80.00,252.40,11.00,204.00,0.00,22.40
23.00,17.91,12.34,18.71,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.57,18.70,18.05,0.00,0.00,17.49,60.76,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.96,10.64,36.65,2.20,27.00,19.51,18.05,139.26,18.05,39.47,0.60,19.51,19.51,19.51,2.40,29.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,4.39,4.32,18.00,0.00,0.00,0.91,1.00,57.75,59.79,3.09,4.49,112.43,62.45,40.00,0.40,2.00,80.00,252.40,11.00,204.00,0.00,22.40
24.00,17.86,13.35,18.72,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.70,18.73,18.05,0.00,0.00,19.04,63.55,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.98,11.17,38.79,2.20,27.00,19.51,18.05,138.84,18.05,39.31,0.60,19.51,19.51,19.51,2.40,38.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,6.14,7.04,18.00,0.00,0.00,0.93,1.00,60.07,60.31,3.24,4.72,112.21,64.32,48.00,0.40,2.00,80.00,252.40,11.00,204.00,0.00,22.40
25.00,17.72,13.38,18.47,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.41,18.79,18.05,0.00,0.00,20.39,66.21,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,16.00,11.56,40.63,2.20,27.00,19.51,18.05,143.04,18.05,38.91,0.60,19.51,19.51,19.51,2.40,49.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,7.90,9.49,18.00,0.00,0.00,0.92,1.00,62.07,60.96,3.39,4.98,111.87,66.20,57.00,0.40,2.00,80.00,252.40,11.00,204.00,0.00,22.40
26.00,17.27,13.31,17.88,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.62,18.75,18.05,0.00,0.00,21.10,68.49,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,16.00,11.50,41.58,2.20,27.00,19.51,18.05,144.48,18.05,38.46,0.60,19.51,19.51,19.51,2.40,61.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,9.65,11.15,18.00,0.00,0.00,0.92,1.00,63.12,62.00,3.53,5.37,111.78,68.36,67.00,0.30,2.00,80.00,252.40,11.00,204.00,0.00,22.40
27.00,16.20,13.26,16.76,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.36,18.68,18.05,0.00,0.00,21.53,70.02,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.98,11.50,42.30,2.20,27.00,19.51,18.05,144.48,18.05,38.33,0.60,19.51,19.51,19.51,2.40,74.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,11.05,12.46,18.00,0.00,0.00,0.92,1.00,64.05,62.79,3.61,5.66,112.06,70.53,77.00,0.20,2.00,80.00,252.36,11.00,204.00,0.00,22.40
28.00,14.71,13.33,15.60,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.83,18.72,18.05,0.00,0.00,21.08,69.30,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.98,11.64,42.29,2.20,27.00,19.51,18.05,144.48,18.05,37.92,0.60,19.51,19.51,19.51,2.40,86.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,11.39,12.70,18.00,0.00,0.00,0.77,1.00,64.66,62.82,3.49,5.66,111.97,72.89,86.00,0.20,2.00,80.00,251.43,11.00,204.00,0.00,22.40
29.00,12.90,14.13,14.18,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.36,18.61,18.05,0.00,0.00,20.59,68.64,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.87,11.68,42.06,2.20,27.00,19.51,18.05,144.48,18.05,37.24,0.60,19.51,19.51,19.51,2.40,96.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,11.77,12.94,18.00,0.00,0.00,0.75,1.00,64.87,62.68,3.34,5.58,110.82,75.24,94.00,0.10,2.00,80.00,249.21,11.00,203.91,0.00,22.40
30.00,11.18,14.92,12.24,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.33,18.30,18.05,0.00,0.00,20.00,68.13,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,15.57,11.41,41.15,2.20,27.00,19.51,18.05,144.48,18.05,35.69,0.60,19.51,19.51,19.51,2.40,105.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.27,13.17,18.00,0.00,0.00,0.70,1.00,63.90,62.06,3.08,5.27,108.82,75.20,102.00,0.10,2.00,80.00,241.72,11.00,202.44,0.00,22.40
31.00,9.10,14.99,10.26,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,16.15,17.77,18.05,0.00,0.00,19.45,67.58,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,14.95,11.23,40.77,2.20,27.00,19.51,18.05,143.89,18.05,33.75,0.60,19.51,19.51,19.51,2.40,111.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.68,13.40,18.00,0.00,0.00,0.59,1.00,63.08,61.41,2.89,5.05,104.73,75.16,109.00,0.10,2.00,79.73,218.19,11.00,193.00,0.00,22.40
32.00,6.64,15.22,7.98,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,14.81,16.90,18.05,0.00,0.00,18.98,66.91,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,14.02,11.37,41.99,2.20,27.00,19.51,18.05,136.79,18.05,30.86,0.60,19.51,19.51,19.51,2.40,115.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.77,13.58,18.00,0.00,0.00,0.43,1.00,62.75,60.72,2.89,5.06,98.07,71.91,116.00,0.10,2.00,76.09,149.94,11.00,164.64,0.00,22.40
33.00,4.05,15.28,5.42,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,9.97,15.19,18.05,0.00,0.00,18.39,65.78,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,12.35,11.61,43.24,2.20,27.00,19.51,18.05,108.55,18.05,25.50,0.60,19.51,19.51,19.51,2.40,119.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.69,13.54,18.00,0.00,0.00,0.37,1.00,62.46,60.51,2.87,5.00,85.91,68.65,122.00,0.10,2.00,61.66,73.71,11.00,104.86,0.00,22.40
34.00,1.97,13.93,3.42,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.52,11.44,18.05,0.00,0.00,17.42,63.23,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,8.29,12.19,44.59,2.20,27.00,19.51,18.05,67.73,18.05,16.21,0.60,19.51,19.51,19.51,2.40,122.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.08,12.82,18.00,0.00,0.00,0.25,1.00,62.28,61.77,2.77,4.77,60.73,65.31,127.00,0.00,2.00,34.16,58.70,11.00,36.09,0.00,22.40
35.00,0.66,14.63,1.77,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,6.40,18.05,0.00,0.00,16.36,60.05,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,2.41,12.76,45.55,2.20,27.00,19.51,18.05,23.57,18.05,6.59,0.60,19.51,19.51,19.51,2.40,124.00,12.88,13.66,3.00,10.80,8.77,9.40,2.40,11.44,12.08,18.00,0.00,0.00,0.09,1.00,62.18,63.46,2.68,4.50,24.01,61.96,129.00,0.00,2.00,13.04,2.35,11.00,1.44,0.00,22.40
36.00,0.18,14.46,0.53,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,2.13,18.05,0.00,0.00,15.01,55.00,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.34,13.29,45.34,2.20,27.00,19.51,18.05,6.25,18.05,1.53,0.60,19.51,19.51,19.51,2.40,124.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,10.72,11.23,18.00,0.00,0.00,0.04,1.00,62.33,66.43,2.62,4.12,5.53,59.55,129.00,0.00,2.00,3.83,0.00,11.00,0.00,0.00,22.40
37.00,0.03,13.93,0.08,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.29,18.05,0.00,0.00,13.63,50.24,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.69,45.04,2.20,27.00,19.51,18.05,0.50,18.05,0.08,0.60,19.51,19.51,19.51,2.40,123.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,9.99,10.43,18.00,0.00,0.00,0.00,1.00,62.49,69.06,2.55,3.79,0.33,57.13,124.00,0.00,2.00,0.42,0.00,11.00,0.00,0.00,22.40
38.00,0.00,14.63,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,12.19,46.38,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.73,44.47,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,120.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,9.24,9.75,18.00,0.00,0.00,0.00,1.00,62.70,70.72,2.41,3.62,0.00,55.58,115.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
39.00,0.00,14.46,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,10.81,42.59,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.73,43.61,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,115.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,8.34,8.93,18.00,0.00,0.00,0.00,1.00,62.39,71.88,2.26,3.44,0.00,54.03,106.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
40.00,0.00,13.93,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,9.59,39.03,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.59,41.90,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,107.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,6.98,7.73,18.00,0.00,0.00,0.00,1.00,60.52,71.58,2.11,3.23,0.00,52.77,96.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
41.00,0.00,14.63,0.00,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,8.34,35.72,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.44,40.29,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,96.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,5.88,6.74,18.00,0.00,0.00,0.00,1.00,58.28,71.01,1.95,2.95,0.00,51.51,84.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
42.00,0.00,14.46,0.00,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,7.03,33.19,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.27,38.99,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,82.00,12.88,13.66,3.00,10.80,8.77,9.60,2.40,5.55,6.41,18.00,0.00,0.00,0.00,1.00,54.90,69.64,1.79,2.48,0.00,49.99,71.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
