"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
11.00,2.95,21.70,3.88,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,6.90,14.02,10.73,0.00,0.00,25.50,62.00,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,10.82,20.18,69.66,2.50,26.00,4.00,16.59,94.01,17.95,22.26,0.60,19.51,19.51,19.51,1.20,124.40,9.00,10.24,3.50,10.80,8.17,5.60,1.20,6.66,8.55,18.90,0.00,0.00,0.37,1.00,69.00,73.42,3.71,6.73,76.00,84.91,126.40,0.10,1.88,53.67,187.84,11.00,55.00,23.00,1.29
12.00,1.10,21.49,2.03,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.68,9.35,10.73,0.00,0.00,25.15,60.30,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,5.92,20.26,68.95,2.50,26.10,4.00,16.59,51.77,17.95,12.64,0.60,19.51,19.51,19.51,1.20,123.60,9.00,10.24,3.50,10.80,8.17,5.60,1.20,5.76,7.20,18.90,0.00,0.00,0.25,1.00,67.10,71.77,3.45,6.34,45.71,84.36,123.40,0.00,1.92,27.18,141.78,11.00,2.00,23.00,0.65
13.00,0.22,21.10,0.50,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,4.27,10.73,0.00,0.00,24.55,58.10,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,1.45,20.46,68.30,2.50,26.30,4.00,16.59,17.08,17.95,4.65,0.60,19.51,19.51,19.51,1.20,122.50,9.00,10.24,3.50,10.80,8.17,5.60,1.20,5.16,6.65,18.90,0.00,0.00,0.09,1.00,64.80,70.09,3.09,5.64,14.92,84.05,119.00,0.00,1.96,9.18,82.29,11.00,1.00,23.00,0.32
14.00,0.04,21.26,0.06,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,1.38,10.73,0.00,0.00,23.85,54.60,7.60,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.16,20.65,66.87,2.50,26.40,4.00,16.59,4.14,17.95,1.08,0.60,19.51,19.51,19.51,1.20,118.20,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.65,6.37,18.90,0.00,0.00,0.04,1.00,60.50,69.48,2.70,4.84,3.04,82.69,111.30,0.00,2.00,2.48,20.76,11.00,0.00,23.00,0.00
15.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,22.51,50.70,7.50,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,20.83,65.18,2.50,26.60,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,112.80,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.40,6.28,18.90,0.00,0.00,0.00,1.00,55.40,69.23,2.52,4.24,0.00,80.97,102.40,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
16.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,20.95,45.00,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,20.40,62.90,2.50,26.80,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,97.40,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.23,6.25,18.90,0.00,0.00,0.00,1.00,53.60,69.15,2.40,3.69,0.00,78.03,86.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
17.00,0.00,20.88,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,19.53,38.70,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,19.75,60.42,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,78.60,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.08,6.07,18.90,0.00,0.00,0.00,1.00,52.70,69.14,2.12,3.23,0.00,74.67,69.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
18.00,0.00,19.81,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,18.17,33.30,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,19.05,58.08,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,66.70,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.92,5.83,18.90,0.00,0.00,0.00,1.00,51.50,69.11,1.78,2.79,0.00,71.74,56.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
19.00,0.00,19.87,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,17.11,28.10,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,18.34,55.80,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,57.10,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.65,5.78,18.90,0.00,0.00,0.00,1.00,50.30,69.07,1.61,2.45,0.00,68.95,45.70,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
20.00,0.00,19.91,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,16.17,25.30,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,18.00,53.58,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,47.50,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.34,5.80,18.90,0.00,0.00,0.00,1.00,46.40,67.56,1.48,2.14,0.00,68.00,34.80,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
21.00,0.00,20.19,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,15.46,23.20,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,17.79,51.37,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,37.90,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.02,5.54,18.90,0.00,0.00,0.00,1.00,41.70,65.55,1.34,1.86,0.00,67.67,23.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
22.00,0.00,21.29,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,14.82,22.10,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.42,46.62,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,31.10,9.00,10.24,3.50,10.80,8.17,5.60,1.20,2.70,5.20,18.90,0.00,0.00,0.00,1.00,37.50,61.46,1.19,1.59,0.00,64.75,18.50,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
23.00,0.00,21.79,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,15.46,21.30,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,14.66,41.02,2.50,27.10,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,25.40,9.00,10.24,3.50,10.80,8.17,5.60,1.20,2.94,5.82,18.90,0.00,0.00,0.00,1.00,33.40,56.66,1.06,1.41,0.00,60.97,14.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
24.00,0.00,21.82,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,16.53,18.70,7.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,13.56,37.07,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,20.60,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.37,6.76,18.90,0.00,0.00,0.00,1.00,29.50,51.68,0.93,1.26,0.00,58.17,12.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
25.00,0.00,23.28,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,17.74,15.40,7.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,12.67,33.65,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.10,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.19,6.65,18.90,0.00,0.00,0.00,1.00,25.70,46.64,0.81,1.10,0.00,55.71,9.40,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
26.00,0.00,23.10,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,19.00,13.00,7.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,11.95,31.26,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,12.40,9.00,10.24,3.50,10.80,8.17,5.60,1.20,2.81,6.19,18.90,0.00,0.00,0.00,1.00,23.50,43.94,0.71,0.95,0.00,53.87,8.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
