"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASAGRANDETV1","CTCASAGRANDETV3"
11.00,9.10,14.99,10.26,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,16.15,17.77,18.05,0.00,0.00,17.40,61.08,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,14.95,10.81,42.21,2.20,27.00,19.51,18.05,143.89,18.05,33.75,0.60,19.51,19.51,19.51,2.40,121.73,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.68,13.40,18.00,0.00,0.00,0.59,1.00,45.09,51.10,5.70,5.05,104.73,53.49,124.23,0.10,2.00,79.73,218.19,11.00,193.00,0.00,22.40
12.00,6.64,15.22,7.98,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,14.81,16.90,18.05,0.00,0.00,16.10,61.62,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,14.02,11.15,43.17,2.20,27.00,19.51,18.05,136.79,18.05,30.86,0.60,19.51,19.51,19.51,2.40,123.89,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.77,13.58,18.00,0.00,0.00,0.43,1.00,42.60,50.71,5.40,5.06,98.07,53.57,126.18,0.10,2.00,76.09,149.94,11.00,164.64,0.00,22.40
13.00,4.05,15.28,5.42,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,9.97,15.19,18.05,0.00,0.00,14.60,61.86,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,12.35,11.65,44.35,2.20,27.00,19.51,18.05,108.55,18.05,25.50,0.60,19.51,19.51,19.51,2.40,124.85,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.69,13.54,18.00,0.00,0.00,0.37,1.00,39.98,50.18,5.00,5.00,85.91,53.95,126.78,0.10,2.00,61.66,73.71,11.00,104.86,0.00,22.40
14.00,1.97,13.93,3.42,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.52,11.44,18.05,0.00,0.00,13.40,60.52,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,8.29,12.22,45.37,2.20,27.00,19.51,18.05,67.73,18.05,16.21,0.60,19.51,19.51,19.51,2.40,124.90,12.88,13.66,3.00,10.80,8.77,9.40,2.40,12.08,12.82,18.00,0.00,0.00,0.25,1.00,38.73,52.91,4.80,4.77,60.73,54.93,128.14,0.00,2.00,34.16,58.70,11.00,36.09,0.00,22.40
15.00,0.66,14.63,1.77,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,6.40,18.05,0.00,0.00,12.50,58.52,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,2.41,12.80,46.31,2.20,27.00,19.51,18.05,23.57,18.05,6.59,0.60,19.51,19.51,19.51,2.40,124.64,12.88,13.66,3.00,10.80,8.77,9.40,2.40,11.44,12.08,18.00,0.00,0.00,0.09,1.00,38.30,56.88,4.60,4.50,24.01,56.06,129.76,0.00,2.00,13.04,2.35,11.00,1.44,0.00,22.40
16.00,0.18,14.46,0.53,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,2.13,18.05,0.00,0.00,11.10,55.94,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.34,13.49,46.84,2.20,27.00,19.51,18.05,6.25,18.05,1.53,0.60,19.51,19.51,19.51,2.40,122.78,12.88,13.66,3.00,10.80,8.77,9.60,2.40,10.72,11.23,18.00,0.00,0.00,0.04,1.00,38.64,60.58,4.40,4.12,5.53,58.10,124.73,0.00,2.00,3.83,0.00,11.00,0.00,0.00,22.40
17.00,0.03,13.93,0.08,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.29,18.05,0.00,0.00,9.70,53.19,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,14.22,47.23,2.20,27.00,19.51,18.05,0.50,18.05,0.08,0.60,19.51,19.51,19.51,2.40,120.40,12.88,13.66,3.00,10.80,8.77,9.60,2.40,9.99,10.43,18.00,0.00,0.00,0.00,1.00,39.19,64.18,4.20,3.79,0.33,60.46,117.50,0.00,2.00,0.42,0.00,11.00,0.00,0.00,22.40
18.00,0.00,14.63,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,8.90,49.12,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,14.63,47.83,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,114.47,12.88,13.66,3.00,10.80,8.77,9.60,2.40,9.24,9.75,18.00,0.00,0.00,0.00,1.00,42.28,66.21,4.00,3.62,0.00,61.65,107.32,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
19.00,0.00,14.46,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,8.30,44.60,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,14.92,48.51,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,107.36,12.88,13.66,3.00,10.80,8.77,9.60,2.40,8.34,8.93,18.00,0.00,0.00,0.00,1.00,46.22,67.72,3.80,3.44,0.00,62.45,96.15,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
20.00,0.00,13.93,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,7.50,41.11,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,15.17,48.77,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,97.07,12.88,13.66,3.00,10.80,8.77,9.60,2.40,6.98,7.73,18.00,0.00,0.00,0.00,1.00,49.11,69.05,3.60,3.23,0.00,63.21,85.10,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
21.00,0.00,14.63,0.00,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,6.60,37.96,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,15.42,48.88,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,85.70,12.88,13.66,3.00,10.80,8.77,9.60,2.40,5.88,6.74,18.00,0.00,0.00,0.00,1.00,51.64,70.33,3.30,2.95,0.00,63.95,74.08,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
22.00,0.00,14.46,0.00,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,6.10,37.14,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,15.31,47.87,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,76.74,12.88,13.66,3.00,10.80,8.77,9.60,2.40,5.55,6.41,18.00,0.00,0.00,0.00,1.00,52.72,71.40,3.30,2.48,0.00,63.70,65.16,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
23.00,0.00,13.93,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,5.90,37.11,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,15.08,46.48,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,68.56,12.88,13.66,3.00,10.80,8.77,9.60,2.40,5.11,5.97,18.00,0.00,0.00,0.00,1.00,53.32,72.41,3.30,2.08,0.00,63.11,56.94,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
24.00,0.00,14.63,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,6.20,36.79,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,14.56,44.35,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,60.85,12.88,13.66,3.00,10.80,8.77,9.60,2.40,4.34,5.19,18.00,0.00,0.00,0.00,1.00,51.52,71.11,3.20,1.94,0.00,61.69,49.32,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
25.00,0.00,14.46,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,6.80,36.38,8.10,0.00,15.61,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.94,41.98,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,53.29,12.88,13.66,3.00,10.80,8.77,9.60,2.40,3.73,4.54,18.00,0.00,0.00,0.00,1.00,48.93,69.04,2.90,1.82,0.00,59.99,41.91,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
26.00,0.00,13.93,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,7.50,36.27,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.60,39.47,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,46.24,12.88,13.66,3.00,10.80,8.77,9.60,2.40,3.61,4.28,18.00,0.00,0.00,0.00,1.00,45.78,66.32,2.60,1.76,0.00,58.07,35.21,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
27.00,0.00,14.63,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,8.30,36.26,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,0.00,13.36,36.91,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,39.35,12.88,13.66,3.00,10.80,8.77,9.60,2.40,3.33,3.79,18.00,0.00,0.00,0.00,1.00,42.44,63.39,2.40,1.67,0.00,56.08,28.75,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
28.00,0.00,14.46,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,18.05,0.00,0.00,8.80,36.82,8.10,0.00,4.80,2.50,18.15,14.63,17.56,19.51,1.40,0.00,12.66,34.24,2.20,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,33.96,12.88,13.66,3.00,10.80,8.77,9.60,2.40,2.61,2.61,18.00,0.00,0.00,0.00,1.00,40.13,60.83,2.20,1.49,0.00,54.50,24.68,0.00,2.00,0.00,0.00,11.00,0.00,0.00,22.40
